"artist","title","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence","label"
"Redman","I Got A Seecret","0.00633","0.637","0.838","0.0","11","0.126","-8.441","0","0.365","113.157","0.235","0"
"Panic At The Disco","I Constantly Thank God For Esteban [Live In Chicago]","0.0743","0.269","0.897","0.0","5","0.708","-4.683","0","0.0959","155.368","0.326","0"
"Pumpkin Buzzard","000GrandPno","0.881","0.684","0.119","0.177","0","0.151","-14.749","1","0.0617","120.637","0.309","0"
"Christos Dantis","Pai Keros","0.643","0.527","0.286","0.0","11","0.178","-11.369","0","0.0316","66.043","0.113","0"
"Janina","Nachts um halb drei","0.683","0.649","0.274","0.0","2","0.109","-7.999","1","0.16","141.387","0.598","0"
"Mat Maneri","Iron Man","0.994","0.662","0.0473","3.33E-5","11","0.133","-15.719","0","0.15","135.08","0.553","0"
"William Goldstein","French Suite: A Paris Thing","0.993","0.258","0.0317","0.89","3","0.0729","-29.294","1","0.0387","174.927","0.166","1"
"Descendents","I'm Not A Loser","0.00152","0.337","0.881","0.0","6","0.35","-8.144","0","0.0434","101.046","0.861","0"
"Barbarito Diez","De Paris Un Caballero","0.889","0.502","0.453","0.0","5","0.0634","-11.387","1","0.0463","78.52","0.965","0"
"CoCo Lee","Killing Me Softly With His Song","0.556","0.527","0.625","1.4E-5","7","0.877","-9.022","1","0.085","100.716","0.185","0"
"Tim Exile","Oh Scat Mix Up","0.00415","0.649","0.878","0.0068","1","0.849","-3.936","1","0.271","141.13","0.837","0"
"Life Long Tragedy","Collecting Dust","1.46E-4","0.218","0.759","0.00736","7","0.252","-6.175","1","0.0558","121.309","0.214","0"
"The Jam","The Modern World","0.0015","0.388","0.825","3.94E-6","9","0.138","-10.555","1","0.0557","159.744","0.853","0"
"Murskahumppa","Lihava enkeli","0.0844","0.286","0.592","0.656","9","0.593","-7.803","1","0.0884","138.305","0.411","0"
"Leon Russell","Roller Derby","0.811","0.812","0.51","0.0","5","0.12","-12.479","0","0.038","120.433","0.956","1"
"Jimmy Wayne","Are You Ever Gonna Love Me?","0.473","0.38","0.544","1.28E-6","7","0.137","-5.399","0","0.0284","142.499","0.136","0"
"Ann Lee","So deep","7.54E-4","0.612","0.925","1.01E-4","11","0.116","-5.71","0","0.0292","131.986","0.602","1"
"Burt Bacharach","Love Theme (The Falling In Love)","0.936","0.323","0.117","0.835","10","0.156","-15.999","1","0.0309","135.259","0.0938","1"
"Willie Clayton","Walk Away From Love","0.243","0.683","0.718","0.0","10","0.0595","-3.23","1","0.0424","105.878","0.896","0"
"The Impressions","I Found You","0.101","0.579","0.744","8.42E-6","0","0.104","-6.867","0","0.0373","120.048","0.529","1"
"Tanto Metro & Devonte","Strange Things","0.385","0.708","0.86","0.0","6","0.125","-3.951","0","0.255","184.833","0.746","0"
"Dave Hollister","Calm Da Seas","0.322","0.589","0.554","0.0","11","0.196","-5.228","1","0.0275","118.03","0.165","0"
"Casa Bulga","Afraid Of Change (Tribal Vocal Mix)","1.02E-4","0.751","0.922","0.704","0","0.0399","-7.695","1","0.0441","125.006","0.399","0"
"Nestor Torres","Ran Kan Kan","0.431","0.893","0.694","0.412","7","0.0711","-4.94","1","0.059","98.513","0.804","0"
"Naseebo Lal","Dholna Dholna","0.297","0.553","0.665","0.0352","0","0.145","-6.624","1","0.0382","76.341","0.727","0"
"Alvin Youngblood Hart","Screamin' & Hollerin' The Blues","0.864","0.708","0.403","0.0","0","0.136","-7.931","0","0.0389","111.363","0.604","0"
"Domna Kountouri","De Tha Mai Edo","0.487","0.655","0.801","1.71E-4","3","0.0864","-8.252","0","0.049","99.951","0.665","0"
"Sonora Carruseles","Vitamina","0.391","0.675","0.785","0.111","5","0.106","-8.232","1","0.055","108.31","0.745","0"
"The Starting Line","A Goodnight's Sleep","2.03E-4","0.487","0.742","0.0","4","0.118","-4.788","1","0.0355","142.016","0.174","0"
"Carl Belew","Am I That Easy To Forget","0.831","0.567","0.296","7.47E-4","2","0.273","-13.412","1","0.0296","114.279","0.48","0"
"TEN MADISON","Cup Horn","0.105","0.721","0.855","0.854","10","0.111","-9.002","0","0.0538","95.006","0.664","0"
"Shakira","Que Vuelvas","0.0185","0.688","0.917","0.00241","2","0.0712","-7.449","1","0.0314","123.873","0.788","0"
"David Taylor","Concertino for Bass Trombone and Trombone Choir","0.993","0.385","0.0533","0.947","6","0.0864","-22.3","1","0.0507","145.863","0.0783","1"
"Anne Dudley","Rachel's retribution","0.948","0.0666","0.236","0.934","4","0.0923","-14.81","0","0.034","72.324","0.0364","0"
"Roger Williams","I'm In The Mood For Love","0.965","0.281","0.061","0.913","11","0.102","-19.213","1","0.0304","95.813","0.0538","0"
"Grizzly Bear","Little Brother","0.9","0.269","0.314","0.502","4","0.582","-13.629","0","0.0291","84.72","0.183","0"
"George Jones","Ol' Frank","0.566","0.554","0.246","0.0","5","0.184","-15.467","1","0.035","131.509","0.317","0"
"This Moment In Black History","Blackwords Masking","2.36E-4","0.178","0.848","1.36E-5","0","0.587","-5.005","1","0.0701","156.805","0.347","0"
"Joselito","Clavelitos","0.88","0.511","0.359","0.0","9","0.856","-8.133","1","0.0302","96.095","0.817","0"
"UK Subs","Tomorrows Girls (Live)","2.35E-4","0.279","0.903","0.0408","9","0.671","-8.211","1","0.0652","86.651","0.535","0"
"Seatrain","Abbeville Fair","0.0879","0.589","0.727","3.25E-4","2","0.0568","-5.659","1","0.0427","108.19","0.475","0"
"SOJA","Be Aware","0.0106","0.654","0.551","0.0","4","0.0459","-7.988","0","0.153","79.136","0.494","0"
"Julie Roberts","The Chance","0.591","0.521","0.288","0.0","1","0.104","-11.907","1","0.045","139.95","0.116","1"
"Nirvana","Polly","0.884","0.83","0.382","0.301","2","0.11","-11.231","0","0.0566","121.12","0.54","0"
"Imiskoubria","O Dikos Sou DJ","0.0346","0.737","0.708","0.0","7","0.386","-6.853","1","0.128","97.197","0.475","0"
"Teena Marie","Playboy","0.213","0.72","0.925","6.4E-4","1","0.112","-5.44","1","0.0845","97.365","0.913","0"
"Chaka Demus & Pliers","Santa Barbara","0.0111","0.757","0.56","0.876","7","0.0676","-7.44","1","0.152","95.042","0.673","0"
"Christian Quast","Jugglin' Clown","0.00494","0.806","0.733","0.806","10","0.422","-15.062","0","0.0682","127.002","0.342","0"
"Pearl Jam","Wishlist","0.0134","0.623","0.342","0.00412","0","0.106","-8.694","1","0.038","115.032","0.101","1"
"Dead Kennedys","Halloween","0.00115","0.236","0.964","1.93E-6","0","0.125","-4.993","1","0.0935","185.157","0.764","0"
"Inoki","Nuovi Re pt. I I (feat. Tek money - Lady Tambler)","0.0547","0.717","0.8","0.0","1","0.623","-4.925","1","0.281","87.954","0.755","0"
"Orlando Pops Orchestra","Zip-A-Dee-Doo-Dah (Song of the South)","0.925","0.334","0.2","0.694","10","0.112","-15.672","1","0.0371","119.185","0.32","0"
"The Baltimore Consort","Howells Delight","0.906","0.514","0.203","0.83","7","0.139","-15.443","1","0.035","83.179","0.54","0"
"Brigada Victor Jara","Parto em terras distantes","0.0697","0.397","0.359","7.42E-4","4","0.0566","-13.607","0","0.0315","173.824","0.412","0"
"I Hate Sally","Martha Served","1.06E-5","0.192","0.987","0.681","1","0.818","-5.382","1","0.111","103.886","0.202","0"
"Amorphis","Misery Path (From the Privilege of Evil)","0.0526","0.147","0.983","0.947","9","0.415","-4.797","1","0.237","79.823","0.0397","0"
"Crematorium","Unlearn","8.93E-5","0.315","0.896","0.0769","11","0.628","-7.242","1","0.253","122.064","0.381","0"
"Britney Spears","3","0.0452","0.697","0.709","0.0","5","0.138","-1.917","0","0.0455","134.91","0.787","0"
"Franco","Forever","0.6","0.502","0.196","7.8E-4","5","0.108","-18.174","1","0.223","176.078","0.293","0"
"Ziggy Marley And The Melody Makers","Namibia","0.566","0.884","0.626","0.0","7","0.104","-10.854","1","0.0507","110.865","0.966","0"
"Junior Kimbrough","Meet Me in the City","0.899","0.603","0.415","0.54","10","0.233","-10.962","1","0.035","129.759","0.636","0"
"Tim Wilson","Uncle B.S. - 1963","0.823","0.558","0.815","0.0","2","0.882","-10.491","1","0.911","80.167","0.609","0"
"BoDeans","Lookin' For Me Somewhere","0.614","0.618","0.0717","0.00181","7","0.115","-24.005","1","0.0705","78.646","0.74","0"
"Otis Spann","No More Doggin'","0.262","0.521","0.54","4.93E-4","0","0.307","-12.225","1","0.0386","124.524","0.898","1"
"Capleton","Cry For Love","0.18","0.722","0.814","0.0","8","0.109","-9.157","1","0.38","184.83","0.821","0"
"Radiohead","15 Step","0.0489","0.6","0.853","0.346","1","0.0934","-7.584","1","0.0423","94.457","0.847","0"
"Danny Wilson","Get Happy","0.473","0.462","0.601","0.0","5","0.588","-8.305","1","0.327","182.901","0.866","1"
"DJ Vix","Putt Jhatt Da Gulabi Phull Varga","7.51E-4","0.651","0.981","0.0","11","0.318","-3.291","0","0.162","97.866","0.928","0"
"Bon Jovi","Raise Your Hands","0.0607","0.456","0.956","0.00198","2","0.0728","-3.086","1","0.0423","136.283","0.527","1"
"Al Dexter","I'll Wait for You Dear","0.909","0.676","0.391","0.0798","2","0.102","-12.141","1","0.0523","205.832","0.974","1"
"Kashief Lindo","I Love Your Way","0.0823","0.712","0.676","2.59E-6","9","0.0658","-4.853","1","0.0802","156.964","0.575","0"
"Bongzilla","Champagne & Reefer","0.00154","0.28","0.819","0.828","4","0.112","-4.095","1","0.0391","97.085","0.734","0"
"John Tchicai","Rainbow Dance","0.941","0.407","0.0341","0.895","3","0.332","-32.875","0","0.0433","72.991","0.0397","1"
"John Holt","I Need a Veggie","0.264","0.92","0.576","0.0","4","0.298","-7.663","0","0.127","131.412","0.823","1"
"The Chap","Volumatic Spacer Device","0.723","0.904","0.368","0.314","9","0.087","-10.659","1","0.138","123.01","0.49","0"
"Dave Brockie Experience","The Dance Of Europe","0.00697","0.627","0.917","0.00127","1","0.0652","-2.719","0","0.0699","149.963","0.706","0"
"Spoonie Gee","Spoonie Is Back","0.0567","0.857","0.888","0.0","1","0.0598","-6.887","1","0.112","101.577","0.778","0"
"Shadows Fall","What Drives The Weak","3.57E-5","0.499","0.923","2.18E-4","8","0.118","-4.043","1","0.0595","85.011","0.777","0"
"Vanessa Daou","Life Force","0.11","0.507","0.125","0.334","2","0.109","-19.225","1","0.0384","80.19","0.0777","0"
"Aceyalone","Suicide","0.0749","0.669","0.897","0.0","11","0.083","-4.053","1","0.268","97.314","0.885","0"
"Thrice","Red Sky","0.00544","0.535","0.744","0.0278","2","0.106","-4.778","1","0.0465","141.454","0.136","0"
"Joi","Prem","0.119","0.579","0.819","5.67E-4","1","0.146","-6.176","0","0.034","100.009","0.466","0"
"Lonnie Johnson","She's My Mary","0.988","0.626","0.225","8.59E-4","10","0.14","-12.952","1","0.0438","130.891","0.715","1"
"The Dils","Tell Me What I Want to Hear","0.0349","0.149","0.991","0.11","10","0.966","-5.432","1","0.18","162.94","0.416","1"
"Flora Purim","Above The Rainbow","0.656","0.208","0.376","0.00301","1","0.392","-15.034","1","0.037","121.113","0.0874","0"
"Kenny Neal","Strike While the Iron is Hot","0.0546","0.621","0.779","0.259","9","0.306","-14.029","1","0.0472","106.851","0.948","0"
"Alvin Youngblood Hart","Livin' In a Strain","0.963","0.649","0.219","0.131","2","0.0773","-12.227","1","0.0402","112.9","0.52","1"
"Tech N9ne","Caribou Lou","0.127","0.784","0.815","0.0","1","0.0758","-2.703","1","0.298","178.119","0.559","0"
"Kristine W.","Save My Soul (Cypher UK Radio Edit)","0.0125","0.745","0.942","5.66E-4","6","0.272","-4.646","0","0.0634","129.972","0.712","0"
"Al Di Meola","Calliope","0.019","0.584","0.395","0.723","0","0.133","-17.132","1","0.0309","110.022","0.408","0"
"SNAP!","Do You See The Light (Deep Ethno Mix)","0.0434","0.701","0.571","0.757","11","0.091","-13.043","1","0.0341","131.99","0.23","1"
"Juelz Santana / Freekey Zeekey / Monique Garnett","Dipset (Santana's Town) (Skit)","0.528","0.692","0.215","0.0","7","0.311","-18.554","1","0.854","90.868","0.595","0"
"Mance Lipscomb","So Different Blues","0.915","0.513","0.367","0.0","1","0.21","-9.671","1","0.036","77.917","0.532","0"
"The Elders","Fire in the Hole","0.0473","0.547","0.804","0.00164","9","0.102","-5.742","0","0.0292","149.814","0.665","1"
"Singing Melody","Lived My Life","0.278","0.625","0.565","0.0","3","0.0542","-6.135","0","0.0783","81.457","0.86","0"
"ARRESTED DEVELOPMENT","Since The Last Time","0.0395","0.7","0.669","4.02E-6","1","0.127","-6.312","1","0.242","177.916","0.597","0"
"DJ Omega","Grown & Sexy","0.0253","0.762","0.54","0.725","0","0.125","-10.538","0","0.0538","154.987","0.181","0"
"Steel Pulse","Role Model","0.0184","0.816","0.601","0.0","1","0.0117","-6.396","0","0.272","77.993","0.756","0"
"Edouard Duleu","Virtuosite Musette","0.355","0.699","0.648","0.816","7","0.0938","-10.158","1","0.0603","116.613","0.974","0"
"The Moody Blues","Tuesday Afternoon","0.102","0.493","0.312","0.024","0","0.248","-13.207","1","0.0295","113.563","0.319","1"
"Jope Ruonansuu","Rant Kanaria","0.596","0.73","0.379","6.78E-5","9","0.0594","-9.169","0","0.0381","110.922","0.415","0"
"Trafik","Disco Trafiko","6.95E-5","0.527","0.996","0.811","5","0.657","-8.388","1","0.038","127.991","0.6","0"
"Fiona","As We Lay","0.386","0.686","0.736","8.3E-6","1","0.0464","-5.556","1","0.145","82.718","0.96","0"
"Hatiras","The Anthem","4.99E-4","0.581","0.827","0.385","11","0.329","-6.274","0","0.313","132.011","0.413","0"
"Eddie Palmieri","No Pienses Asi","0.583","0.532","0.21","9.89E-5","10","0.078","-17.299","0","0.0387","138.023","0.447","0"
"HA-ASH","Amor a Medias","0.161","0.593","0.76","0.0","9","0.349","-5.007","1","0.0293","137.012","0.562","0"
"William Orbit","Cavalleria Rusticana","0.958","0.459","0.156","0.912","5","0.176","-18.99","1","0.0708","117.725","0.382","0"
"Felix Slatkin/Concert Arts Symphonic Band","Washington Post (1998 Digital Remaster)","0.788","0.624","0.513","0.612","5","0.189","-14.789","1","0.0368","124.481","0.77","0"
"Chris Brown","Forever","0.0368","0.672","0.82","1.88E-4","11","0.184","-4.456","1","0.0459","120.005","0.438","1"
"George Nooks","TELL ME WHY","0.485","0.77","0.383","5.27E-6","2","0.18","-8.935","1","0.213","76.164","0.825","1"
"Energy","Czwarty","0.00356","0.471","0.876","0.0134","9","0.346","-6.074","1","0.0515","174.871","0.663","0"
"Maurane","Manies Manigances","0.296","0.773","0.839","0.0","2","0.233","-7.93","1","0.0512","130.996","0.898","0"
"Zagar feat. Underground Divas","Wings Of Love","0.00703","0.548","0.946","0.0224","8","0.11","-5.625","0","0.0669","111.945","0.376","0"
"The Vaughan Brothers","Hillbillies From Outerspace","0.275","0.753","0.306","0.788","8","0.605","-13.827","1","0.0634","141.939","0.782","0"
"Mariano Yanani","When We Dance","0.884","0.467","0.222","0.923","11","0.0814","-14.058","1","0.0328","169.955","0.078","0"
"Thrice","Betrayal Is A Symptom","2.52E-4","0.377","0.965","8.26E-6","8","0.0797","-5.54","1","0.0879","110.163","0.404","0"
"Bob Dylan","Simple Twist Of Fate","0.665","0.409","0.264","1.6E-4","4","0.102","-16.273","1","0.0363","137.16","0.355","0"
"Black Tambourine","Dream Baby Dream","0.0116","0.393","0.803","0.725","5","0.106","-10.078","0","0.044","131.455","0.169","0"
"Small Faces","My Mind's Eye","0.113","0.408","0.619","0.0","9","0.622","-9.651","1","0.0353","117.887","0.618","1"
"Esa Pakarinen","Vanhapoika-Severi","0.772","0.727","0.591","1.29E-6","0","0.0977","-10.187","1","0.15","155.51","0.962","0"
"Ann Hampton Callaway","Fallin in Love Again","0.883","0.733","0.152","0.0643","7","0.126","-18.305","1","0.0677","97.503","0.402","0"
"Black Sheep","Novakane Groove","0.416","0.75","0.865","0.0","1","0.0677","-5.531","1","0.382","87.944","0.96","0"
"FSTZ","Facemelt","0.00949","0.674","0.618","0.809","2","0.689","-13.302","1","0.0745","139.972","0.351","0"
"Patrick Samson","Io Che Non Vivo Senza Te","0.486","0.473","0.338","1.95E-5","8","0.0456","-16.726","1","0.0356","77.631","0.595","0"
"M83","I'm Happy She Said","0.104","0.131","2.68E-4","0.713","4","0.0767","-7.914","0","0.0849","179.512","0.905","0"
"Rene Touzet","Delirio","0.943","0.587","0.355","0.737","0","0.0993","-14.642","0","0.037","112.228","0.483","0"
"Alicia Keys","If I Ain't Got You","0.603","0.609","0.445","6.77E-6","7","0.104","-9.129","1","0.106","118.393","0.166","0"
"Amorphis","Crimson Wave","3.29E-5","0.521","0.859","0.021","9","0.37","-5.805","0","0.0306","108.019","0.615","0"
"Lost Boyz","What's Wrong","0.256","0.783","0.582","0.0","1","0.106","-11.69","1","0.0954","98.387","0.715","0"
"Epitaph","Outside The Law","0.0444","0.413","0.748","0.374","4","0.172","-5.374","0","0.0479","141.743","0.784","0"
"Moss","Common Ground","0.00683","0.269","0.804","0.791","7","0.127","-9.214","1","0.0509","172.654","0.327","0"
"Irma Thomas","Hold Me While I Cry","0.588","0.613","0.231","1.49E-6","10","0.177","-13.857","1","0.0307","75.14","0.0751","0"
"Arkona","Chiornie Debri Voini (The Black Abyss of War)","0.00336","0.386","0.868","0.00194","9","0.433","-7.303","0","0.0606","159.997","0.33","0"
"Jimi Hendrix","Hear My Train A Comin'","0.279","0.4","0.661","0.259","1","0.256","-7.866","1","0.0484","80.654","0.746","0"
"Aftermath","9:2","7.02E-5","0.376","0.913","0.0562","4","0.314","-4.364","0","0.0491","174.063","0.328","0"
"Anti-Flag","On Independence Day","0.00242","0.301","0.962","5.14E-5","10","0.135","-5.961","0","0.173","155.274","0.413","0"
"Scott Wesley Brown","I Stand Here Forgiven","0.171","0.428","0.678","1.25E-6","11","0.569","-7.583","1","0.0306","169.966","0.599","0"
"Isabel Pantoja","Como Nadie Te He Querido","0.869","0.462","0.684","0.0","9","0.89","-6.116","0","0.136","93.874","0.405","0"
"Billy Bragg","Loving You Too Long","0.538","0.558","0.488","0.001","7","0.115","-7.098","1","0.046","82.588","0.547","1"
"Ivan Parker","No One Ever Cared For Me Like Jesus","0.474","0.186","0.377","4.4E-6","3","0.987","-12.998","1","0.0391","180.728","0.275","0"
"DJ Harry","Tragedy in Blue","0.0993","0.792","0.638","0.913","1","0.0899","-5.706","1","0.0339","122.85","0.694","0"
"Chris Brown","Help Me","0.0213","0.611","0.769","0.0","11","0.329","-7.056","1","0.284","90.055","0.573","1"
"Nestor Torres","Ain't No Sunshine","0.489","0.684","0.496","0.162","9","0.102","-9.214","0","0.0418","150.03","0.734","0"
"Loudon Wainwright III","Rowena","0.905","0.504","0.0787","5.89E-5","0","0.134","-19.687","1","0.0384","69.255","0.15","0"
"Michael Card","Scandalon","0.457","0.613","0.666","4.49E-6","7","0.0626","-6.787","1","0.0237","99.767","0.526","0"
"20/20","So Many Reasons","0.01","0.816","0.701","0.717","2","0.0803","-8.538","1","0.0363","134.143","0.951","0"
"Carl Davis","Resolutions from The Long Day Closes","0.992","0.162","0.0418","0.773","4","0.109","-28.996","1","0.0466","65.151","0.0383","1"
"Sizzla","Care","0.432","0.827","0.584","1.64E-6","1","0.155","-8.786","0","0.112","94.629","0.56","0"
"Francis Lai","13 jours en France","0.953","0.16","0.312","0.764","7","0.161","-12.916","0","0.0319","96.489","0.184","0"
"Death From Above 1979","Romantic Rights (Jesper Dahlback Remix)","0.0161","0.579","0.808","0.0216","11","0.295","-4.311","0","0.315","137.819","0.68","0"
"Tunsi","Outro","0.00492","0.381","0.76","0.741","1","0.151","-9.755","1","0.0426","85.938","0.178","0"
"Roger Williams","Around The World","0.979","0.355","0.0565","0.871","9","0.3","-21.716","1","0.0296","96.31","0.135","1"
"Rita Chiarelli","Reginella","0.872","0.453","0.0639","4.63E-6","7","0.0887","-13.815","1","0.0388","91.27","0.303","0"
"Madilu System","Autoroute","0.137","0.505","0.693","5.38E-5","7","0.0338","-12.348","1","0.0537","130.024","0.962","0"
"Helmet","Street Crab","0.00413","0.342","0.757","0.00391","9","0.136","-10.887","0","0.0556","140.758","0.315","0"
"Chris Eaton","All Or Nothing","0.877","0.316","0.191","2.71E-6","7","0.133","-12.738","1","0.0304","70.811","0.173","1"
"The Robert Cray Band","Phone Booth","0.0514","0.824","0.757","0.00835","7","0.0917","-8.428","1","0.101","120.506","0.68","0"
"El Tiempo","La Coloreteada","0.324","0.801","0.751","4.21E-6","9","0.106","-7.734","1","0.0502","96.019","0.845","0"
"Sportsguitar","Fish","0.0604","0.573","0.687","0.658","4","0.0987","-6.887","1","0.0294","142.859","0.547","0"
"True Believers","Stranger","0.0149","0.463","0.888","0.0","1","0.708","-4.522","1","0.0557","125.221","0.716","0"
"Killers","Children Of The Revolution","0.0173","0.459","0.946","0.00409","6","0.0618","-3.92","1","0.0592","128.805","0.423","0"
"The Strokes","Meet Me In The Bathroom","6.7E-5","0.426","0.94","0.883","7","0.0772","-3.973","1","0.0337","139.952","0.595","0"
"Alicia Keys","Wait Til You See My Smile","0.364","0.622","0.506","0.0395","7","0.103","-9.469","1","0.0269","119.942","0.069","0"
"Dave Hollister","One Woman Man","0.0457","0.627","0.647","0.0","11","0.0655","-6.818","1","0.0294","91.015","0.521","1"
"Virtue","Can You Hear The Angels","0.659","0.519","0.626","0.00617","5","0.156","-8.269","1","0.0438","82.44","0.623","0"
"Two Man Advantage","Pass The Puck","0.0159","0.252","0.955","0.00301","9","0.386","-3.834","1","0.0492","97.997","0.848","0"
"Basement Jaxx","La Photo","0.00718","0.867","0.743","0.012","7","0.512","-8.345","1","0.286","126.854","0.817","0"
"Boyz II Men","In My Life","0.823","0.585","0.439","1.92E-6","2","0.143","-10.066","1","0.0285","95.036","0.442","1"
"Lady Saw","Get A Straw","0.336","0.705","0.533","0.0","7","0.285","-9.525","1","0.333","173.026","0.671","0"
"Coco Montoya","Gotta Mind To Travel","0.0141","0.47","0.73","0.0098","2","0.371","-5.493","0","0.0278","75.768","0.632","0"
"Los Del Sol","Club Tropicana","0.0795","0.742","0.868","0.00464","10","0.0661","-6.748","1","0.0826","116.914","0.784","0"
"Liquid Stranger","Drop Sacrifice","0.00491","0.721","0.53","0.684","1","0.612","-10.888","1","0.0352","137.015","0.614","0"
"Kristine W.","I'll Be Your Light (Ian Nieman Remix)","0.0507","0.598","0.966","0.0048","5","0.185","-5.686","1","0.0692","132.015","0.727","0"
"Kim Wilson","Got To Let You Go","0.907","0.374","0.585","0.116","5","0.956","-10.227","0","0.0481","163.376","0.727","0"
"Jamie Richards","Turn It Up","0.186","0.691","0.552","0.00225","10","0.0996","-6.867","1","0.0268","114.932","0.594","0"
"Trick Trick / Eminem","Welcome 2 Detroit","0.14","0.583","0.779","0.0","11","0.656","-4.59","1","0.299","91.168","0.63","1"
"Dark Fortress","Incide","0.767","0.338","0.522","0.731","2","0.737","-14.275","1","0.196","153.052","0.132","0"
"Eldar","Estate","0.954","0.309","0.0714","0.775","2","0.127","-20.356","1","0.0322","70.62","0.059","0"
"The Ataris","Whatever Lies Will Help You Rest","0.00488","0.313","0.92","4.39E-5","7","0.406","-4.941","1","0.0662","152.237","0.279","1"
"Stefon Harris","Alovi","0.892","0.547","0.387","0.0711","7","0.0895","-12.742","0","0.0371","132.036","0.295","0"
"Pablo Montero","Cuando Calienta El Sol","0.626","0.491","0.621","4.72E-5","2","0.273","-5.972","1","0.0298","96.095","0.298","0"
"Yami Bolo","Healing of All Nations","0.0563","0.749","0.701","0.0","10","0.284","-4.648","0","0.201","73.381","0.721","0"
"Ray Barretto","Guarare","0.446","0.589","0.654","3.68E-4","8","0.104","-7.576","1","0.0744","92.605","0.771","0"
"Michael Card","Joy In The Journey (The Final Word Album Version)","0.0869","0.549","0.561","0.0","2","0.156","-7.37","1","0.0284","135.796","0.321","0"
"Roger Williams","Indiscreet","0.826","0.41","0.302","0.793","0","0.139","-9.791","1","0.0316","111.914","0.0971","0"
"Broadcast","Downstream","0.831","0.564","0.0204","0.00671","2","0.115","-29.167","1","0.0487","140.013","0.334","0"
"Sundial Aeon","love shelter","0.0358","0.593","0.648","0.87","5","0.229","-8.838","0","0.037","90.001","0.215","0"
"Noisettes","Bridge To Canada","0.0213","0.473","0.95","4.62E-5","2","0.0742","-2.192","0","0.166","119.766","0.465","0"
"The American Boychoir","Watt's Cradle Song","0.982","0.122","0.0442","0.0201","8","0.0828","-25.934","1","0.0485","75.013","0.0553","1"
"Frank Chacksfield","Terry's Theme from Limelight","0.964","0.247","0.07","0.387","5","0.279","-16.118","1","0.041","147.368","0.167","1"
"Anne Dudley","A Stepmother's Curse","0.809","0.069","0.353","0.00362","2","0.132","-18.351","1","0.0682","70.023","0.0355","0"
"Gustavo Cerati","La Excepcion","0.107","0.318","0.846","0.436","9","0.958","-7.876","1","0.0584","131.043","0.438","0"
"Roger Clyne & The Peacemakers","Mile High and Risin'","0.19","0.635","0.861","1.74E-6","11","0.17","-4.593","1","0.0412","148.918","0.857","1"
"Zuma","Deep Into The Day","0.03","0.678","0.775","2.65E-6","11","0.39","-6.541","0","0.0293","120.025","0.81","0"
"2 Minutos","2 Minutos","0.21","0.592","0.418","8.77E-4","5","0.0977","-11.409","1","0.0401","122.151","0.738","0"
"Max Stalling","Band Intro/ Pila Song Intro","0.909","0.602","0.699","0.0","3","0.863","-10.605","1","0.763","85.964","0.791","0"
"Orbital","Adnans","0.0349","0.677","0.854","0.882","7","0.0937","-11.562","1","0.0482","101.989","0.238","0"
"Sam Baker","I Can't Break Away","0.0613","0.632","0.604","9.88E-4","3","0.102","-9.061","1","0.0318","145.813","0.663","1"
"Ginny Owens","Long Way Home","0.188","0.537","0.355","5.46E-6","9","0.0846","-10.741","1","0.0371","145.881","0.234","0"
"Sin Plomo","It's You (Thinking of you)","0.00182","0.7","0.747","0.427","10","0.0837","-10.384","0","0.0687","126.0","0.857","0"
"Fruko Y Sus Tesos","Tania","0.241","0.669","0.679","1.17E-5","0","0.681","-7.894","1","0.0481","103.434","0.862","0"
"Play","In My Mind (Remix)","0.00933","0.716","0.47","0.00407","7","0.386","-13.26","0","0.041","138.403","0.816","0"
"T-Bone","Nuttin' 2 Somethin'","0.0496","0.928","0.783","2.73E-6","2","0.171","-7.088","1","0.161","98.076","0.889","0"
"Bobby Capo","Piel Canela (Alternate Mix)","0.873","0.726","0.295","9.12E-4","8","0.0645","-11.763","1","0.0636","115.42","0.795","0"
"Semisonic","Gone To The Movies","0.504","0.675","0.323","9.27E-4","0","0.0881","-9.983","1","0.0259","98.121","0.646","0"
"Nine Inch Nails","Sin","8.48E-4","0.631","0.86","0.656","11","0.823","-10.835","1","0.0537","128.434","0.722","0"
"Angelo Badalamenti / Patrick Wolf","Careless Talk","0.637","0.611","0.227","0.0","9","0.146","-14.731","1","0.0418","91.89","0.38","0"
"Otis Spann","Spann's Boogie","0.92","0.496","0.84","0.86","0","0.0928","-6.296","1","0.0281","97.313","0.848","0"
"Enuff Z 'Nuff","Fly High Michelle","0.0336","0.477","0.727","0.598","9","0.0395","-7.899","1","0.0293","83.279","0.169","1"
"Johannes Linstead","Caja De Cerillas","0.417","0.755","0.762","0.738","9","0.104","-8.486","0","0.0641","90.042","0.501","0"
"Al Denson","The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness","0.561","0.37","0.312","0.0","2","0.193","-9.022","1","0.0291","135.625","0.213","1"
"Converge","Locust Reign (Live in California)","3.82E-5","0.287","0.939","0.188","10","0.372","-3.977","1","0.212","108.327","0.137","0"
"Embrace the End","Intensity In Ten Cities","6.75E-5","0.551","0.988","2.1E-4","7","0.198","-3.074","1","0.17","116.025","0.222","0"
